Time,Load,PV,Wind
00:00:00,0.7291587956366055,6.928079301909455e-05,0.7258693004222168
00:01:00,0.7291092353254541,6.910734325116405e-05,0.724749145792101
00:02:00,0.7288490277047128,6.893389348323357e-05,0.7252044218854287
00:03:00,0.7286686281721222,6.876044371530307e-05,0.7254220340783109
00:04:00,0.7285539529474204,6.873031592788187e-05,0.7259551732050651
00:05:00,0.7289595951601716,6.88196231242184e-05,0.7267849444024412
00:06:00,0.7291755232934083,6.900950714898251e-05,0.7281939201389982
00:07:00,0.7293494909241577,6.928488147791006e-05,0.7295551501381794
00:08:00,0.7296786992877793,6.963353321040625e-05,0.7307710934929731
00:09:00,0.7298959798308033,7.004546997325721e-05,0.7315161488602158
00:10:00,0.7299273766639012,7.05124371972862e-05,0.7321975983957457
00:11:00,0.7297888510761125,7.1027556074846e-05,0.73295615673885
00:12:00,0.7297545169715226,7.158504840751287e-05,0.7333574054834292
00:13:00,0.7294961382861348,7.221273833911506e-05,0.7323220616443044
00:14:00,0.7291702552595194,7.293788721746356e-05,0.7312286930634495
00:15:00,0.7291074063901007,7.376049504255839e-05,0.7315758879205058
00:16:00,0.7291283560132402,7.468056181439952e-05,0.7317928489084984
00:17:00,0.7293099194137832,7.569808753298697e-05,0.7319731673833715
00:18:00,0.729421650737194,7.681307219832072e-05,0.732493870780939
00:19:00,0.7298662482949335,7.797894206985766e-05,0.7323650578811414
00:20:00,0.7300547949031895,7.919569714759774e-05,0.7313223588167337
00:21:00,0.7299058198053081,8.046333743154095e-05,0.7284012164113061
00:22:00,0.7302712743422983,8.178186292168732e-05,0.7252031510970114
00:23:00,0.7302642911345851,8.315127361803686e-05,0.7210344710050822
00:24:00,0.730376022457996,8.457156952058954e-05,0.7181016128271844
00:25:00,0.7309998556803741,8.604275062934537e-05,0.7153627900626135
00:26:00,0.7319193113626101,8.756481694430436e-05,0.7122027472438087
00:27:00,0.733024985917198,8.913776846546648e-05,0.7077665082676972
00:28:00,0.7338746095223021,9.076160519283178e-05,0.7036685046381345
00:29:00,0.7345380142550548,9.23388681796539e-05,0.6993754114287931
00:30:00,0.7348522586021481,9.386955742593286e-05,0.6940315093749577
00:31:00,0.7354667808809083,9.535367293166866e-05,0.6884394262382738
00:32:00,0.7360370761774854,9.679121469686128e-05,0.6823957892264851
00:33:00,0.7365724554354963,9.818218272151076e-05,0.6753545968128126
00:34:00,0.7372800871504323,9.947106316846397e-05,0.6691610732278958
00:35:00,0.7378271050879652,0.00010065785603772098,0.6641528141207829
00:36:00,0.738409039064064,0.00010174256132928172,0.6591274500197583
00:37:00,0.7388652753013255,0.00010272517904314627,0.6538529825452706
00:38:00,0.7394122932388583,0.00010360570917931457,0.6504679344690617
00:39:00,0.7400850089152285,0.00010438415173778661,0.6481735482862364
00:40:00,0.7409416157280461,0.00010506050671856244,0.6465987361717824
00:41:00,0.7414374234756823,0.00010563477412164205,0.6442475516213054
00:42:00,0.7419797859414062,0.00010610695394702541,0.6406020601883337
00:43:00,0.7424476608581897,0.00010647704619471253,0.6342380915414513
00:44:00,0.7424592995377116,0.00010679162460524657,0.6261503633452379
00:45:00,0.742619913315115,0.00010705068917862755,0.6181895415457636
00:46:00,0.7429667459648699,0.00010725423991485549,0.6117289324340158
00:47:00,0.743450915032984,0.00010740227681393034,0.605722743303648
00:48:00,0.7440514708963181,0.00010749479987585212,0.600027580942677
00:49:00,0.744256311655905,0.0001073950315693385,0.593708341546333
00:50:00,0.7443889926024554,0.00010710297189438948,0.5869967362298569
00:51:00,0.7441492358043026,0.00010661862085100503,0.5802739664132411
00:52:00,0.7439676724037597,0.00010594197843918523,0.573932467728521
00:53:00,0.743874562967584,0.00010507304465893001,0.5671305451514671
00:54:00,0.7441119920298322,0.00010401181951023939,0.5602517701928463
00:55:00,0.7440887146707884,0.00010275830299311335,0.5542084218695128
00:56:00,0.7438070586263565,0.00010131249510755194,0.5486071570556844
00:57:00,0.7438047308904522,9.96743958535551e-05,0.5428169041127296
00:58:00,0.7433391837095731,9.784400523112287e-05,0.5384129711563617
00:59:00,0.7431110655909424,9.587683707740833e-05,0.5333225293346407
01:00:00,0.7429248467185907,9.377289139241143e-05,0.5264304378217222
01:01:00,0.7435533354127776,9.153216817613222e-05,0.5187487047567563
01:02:00,0.7436650667361884,8.915466742857064e-05,0.511268927089385
01:03:00,0.7438559410803488,8.664038914972676e-05,0.5036660221224966
01:04:00,0.744098025614406,8.417468671731872e-05,0.49584644928516197
01:05:00,0.7440072439141346,8.175756013134652e-05,0.4878999222852615
01:06:00,0.7443494210920807,7.938900939181019e-05,0.4811539327083247
01:07:00,0.7445379677003366,7.706903449870969e-05,0.4761165393947326
01:08:00,0.7450803301660607,7.479763545204505e-05,0.47226798195884384
01:09:00,0.7459159873557387,7.257481225181625e-05,0.4702567696707745
01:10:00,0.7466957788837111,7.040056489802331e-05,0.4690178686268428
01:11:00,0.7472614187084792,6.82748933906662e-05,0.4675879077356523
01:12:00,0.7473242675778978,6.619779772974495e-05,0.46722716309205337
01:13:00,0.7472777128598098,6.416927791525956e-05,0.46726016462154396
01:14:00,0.7473940996550297,6.232611147849233e-05,0.46813893744884605
01:15:00,0.7475477302247198,6.0668298419443286e-05,0.46942703456021145
01:16:00,0.7475570411683372,5.919583873811242e-05,0.4711764200627167
01:17:00,0.7473940996550297,5.790873243449974e-05,0.4736069148413566
01:18:00,0.7474685872039704,5.680697950860523e-05,0.4764220937298892
01:19:00,0.7473591836164637,5.597878164527541e-05,0.48061261657623267
01:20:00,0.7476129068300428,5.542413884451024e-05,0.48537565598208
01:21:00,0.7478224030614383,5.5143051106309746e-05,0.49062256650503894
01:22:00,0.7479760336311284,5.51355184306739e-05,0.49695563309715146
01:23:00,0.7487372032718657,5.540154081760272e-05,0.5038050543315657
01:24:00,0.7489699768623052,5.5941118267096215e-05,0.5118246615513977
01:25:00,0.7496450202745799,5.6754250779154366e-05,0.520389705325402
01:26:00,0.749817272731505,5.784093835377719e-05,0.5296087775442057
01:27:00,0.7505225767105369,5.9201180990964665e-05,0.5387961078471437
01:28:00,0.7509089808706664,6.083497869071683e-05,0.546557295491621
01:29:00,0.7511999478587158,6.255697807531546e-05,0.5521820886922573
01:30:00,0.7514024608823984,6.436717914476058e-05,0.5562261797136457
01:31:00,0.7511464099329148,6.626558189905218e-05,0.5585492192261124
01:32:00,0.7508344933217258,6.825218633819028e-05,0.5590924535819772
01:33:00,0.7474383266372131,7.032699246217484e-05,0.5585919160791645
