stitched_end_h5d1_hz,stitched_start_h5d2_hz,stitched_jump_hz,continuous_f_899_hz,continuous_f_900_hz,continuous_step_899_to_900_hz,continuous_min_hz,continuous_max_hz
0.0401040131796381,0.0,-0.0401040131796381,0.04010401317963819,0.027184500260672984,-0.012919512918965204,-0.02263317351660188,0.07102865421256155
