label,cold_end_first_hz,cold_start_second_hz,cold_jump_hz,hot_end_first_hz,hot_start_second_hz,hot_jump_hz,hot_step_0_to_1_hz,hot_min_hz,hot_max_hz
h5d1_h5d2_kp003_ki001_statehot,0.0401040131796381,0.0,-0.0401040131796381,0.04010401317963819,0.04010401317963819,0.0,0.005334970803674288,-0.02263317351660188,0.07102865421256155
