count,mean_hz,std_hz,min_hz,p01_hz,p05_hz,median_hz,p95_hz,p99_hz,max_hz,mean_abs_hz,p95_abs_hz,p99_abs_hz,max_abs_hz
86400,0.0001373028627849403,0.009292380341737376,-0.0403667121580886,-0.021711262404628416,-0.01519919168786673,0.0001549254773669,0.015292747000972187,0.02160410785133016,0.0416703933634377,0.007404126384755014,0.01823086120302003,0.024055675826349886,0.0416703933634377
