label,samples,min_hz,max_hz,final_hz,abs_mean_hz,rms_hz
current_default_kp005_ki00625_agc4,900,-0.02503152493462,0.0311189307807735,-0.0056508628924745,0.007366559126912823,0.009201910338680999
old_default_kp02_ki005_agc4,900,-0.0279875128250361,0.0380393602741158,-0.0054429147621326,0.008214713693422982,0.010233329616969714
